userName,content,score,at
Pengguna Google,"udah mulai paham sm cara main nya cuma kalo bisa untuk bahasa nya dilengkapin bahasa indonesia soalnya cuma ada bahasa inggris sm bahasa asing yg lain, biar lebih mudah mecahin kasus nya. trmksh",3,2019-02-24 22:29:59
Pengguna Google,good,2,2019-02-24 03:34:30
Pengguna Google,how,5,2019-02-23 12:26:40
Pengguna Google,👌,5,2019-02-23 11:36:06
Pengguna Google,Kok pakai koata sihh pdhl dh keren.... Sayangny pakai paketan,1,2019-02-23 10:26:30
Pengguna Google,awesome game,5,2019-02-23 09:20:39
Pengguna Google,bagus jalan cerita sama gamenya,5,2019-02-23 05:10:20
Pengguna Google,"I Like this, can more?",3,2019-02-22 06:03:33
Pengguna Google,still waiting episode 'exiled dead' chapter 2 !!,5,2019-02-21 18:16:51
Pengguna Google,lumayan,4,2019-02-20 06:14:35
Pengguna Google,"Tolong untuk pengisian energy jangan terlalu lama, game dan alur sudah bagus",3,2019-02-20 03:42:13
Pengguna Google,coba dulu.a klo asik aq kasi full bintang.a ok...,3,2019-02-20 00:07:21
Pengguna Google,sementara kasih segini dulu ya,3,2019-02-19 02:38:48
Pengguna Google,bgus,4,2019-02-18 10:26:36
Pengguna Google,great games,5,2019-02-18 09:16:59
Pengguna Google,"sangat bagus, menunggu chapter exiled dead",5,2019-02-18 07:19:16
Pengguna Google,waw,5,2019-02-18 07:15:19
Pengguna Google,terlalu banyak menggunakan energi dalam sekali klik,4,2019-02-17 16:41:20
Pengguna Google,bagus sekali seru,5,2019-02-17 06:32:06
Pengguna Google,kebanyakan gangguan.,3,2019-02-16 06:48:22
Pengguna Google,good,4,2019-02-15 11:05:17
Pengguna Google,"fix uninstall , padahal gamenya sumpah bagus bgt tapi nunggu energinya itu lama bett daaaahhhhhh nunggu energinya seharian, dimaininnya cuma 5 menit doang lagian juga masa ngobrol dipotong juga energinya , yaa cepat habis laahh bakal ku install lagi kalo ada perubahan terkait energinya",1,2019-02-15 05:41:23
Pengguna Google,beautiful..,5,2019-02-14 13:11:07
Pengguna Google,It is a great game. Thanks,5,2019-02-14 07:58:08
Pengguna Google,gamenya seru tp dpt energinya lama bgt.. tlg lbh dipercepat lagi dalam pengisian energinya,5,2019-02-13 23:50:08
Pengguna Google,ntaps,5,2019-02-13 21:59:24
Pengguna Google,teka teki,5,2019-02-13 17:50:00
Pengguna Google,ok.... next...,4,2019-02-12 22:56:11
Pengguna Google,lovely games,5,2019-02-12 05:54:03
Pengguna Google,good game,5,2019-02-11 14:19:30
Pengguna Google,"Not bad, i gave 4 star first. When i can play next level",4,2019-02-11 08:43:13
Pengguna Google,loveee it,5,2019-02-11 06:19:04
Pengguna Google,"grafik yg bagus, baru chapter 1 sdh menarik gamenya",5,2019-02-11 00:17:14
Pengguna Google,bagus,5,2019-02-10 09:01:27
Pengguna Google,Games Yang Punya Jalan Cerita yang sangat baik. sukses buat pengembang nya. Good Job. saya menunggu game game berikut nya. 👍👍👍,5,2019-02-09 17:39:15
Pengguna Google,bagus,5,2019-02-09 16:02:44
Pengguna Google,"Chapter not complete,,,update please",1,2019-02-08 11:20:10
Pengguna Google,Good game,5,2019-02-08 06:45:44
Pengguna Google,"sorry tadinya gw kasih bintang 5 habis cerita sama grafiknya mantul,, ehh pas main pake energi udah gtu mainnya sbentar nunggu energinya lama.... semaleman energinya kagak penuh.",2,2019-02-06 02:33:43
Pengguna Google,"game yg Membosankan, bagus gamex cuman energix boros n klo abis ngisix lama.",1,2019-02-06 01:54:59
Pengguna Google,i like,5,2019-02-05 21:43:39
Pengguna Google,keren,5,2019-02-04 15:36:17
Pengguna Google,so much like this game,5,2019-02-04 05:57:22
Pengguna Google,ok,5,2019-02-03 14:47:11
Pengguna Google,ok,5,2019-02-03 12:02:23
Pengguna Google,detektif,5,2019-02-03 05:27:10
Pengguna Google,sayang sekali kenyamanan bermain terhalang energy yg cpt habis,3,2019-02-02 23:43:27
Pengguna Google,good game,5,2019-02-02 10:48:07
Pengguna Google,"lama banget energi ny, udah semaleman isi main 5 menit lgsg abis energi ny.. game bodoh",1,2019-02-02 03:16:24
Pengguna Google,👍🏼👍🏼👍🏼,5,2019-02-02 01:02:03
Pengguna Google,"Gamenya keren, asliii",5,2019-02-01 14:38:08
Pengguna Google,"sangat bagus, saya suka,",5,2019-02-01 11:55:14
Pengguna Google,masih coba dl gamenya 👍 😀,5,2019-01-31 11:43:36
Pengguna Google,kok ya ngk bisa buka saat play padahal kuota banyak tpi kenapa ngk bisa buka mohon diperbaiki saya sangat ingin main game itu padahal,3,2019-01-31 09:30:20
Pengguna Google,bagus banget,5,2019-01-30 11:14:16
Pengguna Google,keren!,5,2019-01-30 07:47:33
Pengguna Google,good,5,2019-01-29 19:34:25
Pengguna Google,"Sangat bagus, saya suka ♡",4,2019-01-29 17:46:25
Pengguna Google,"sorry I don't give 5 stars because the stamina recovery is too long, its too much time for waiting. its very good game ever, thanks.",4,2019-01-29 09:07:34
Pengguna Google,"permainan ini memerlukan ketelitian, aku suka",5,2019-01-29 04:44:34
Pengguna Google,Stunning graphic and overall great game to solve riddles.,5,2019-01-29 01:07:29
Pengguna Google,bagus tapi ngisi energi nya lama😭jadi bikin bete yg mainnya. tolong di perbaiki.,4,2019-01-29 00:18:50
Pengguna Google,"Edit. Fix uninstall. Users pada complain masalah refill energi yang terlalu lama. Tapi developer ga menanggapi sama sekali! dimainin cuma 5menit 10 menit paling lama tapi nunggu energi full aja lama banget. Kalo ga niat mempermudah users mending ga usah di keluarin sekalian aplikasinya. Apa apa beli, nonton video utk tambah energi ga ada malah disuruh install aplikasi lain itupun cuma nambahin 30. Omg, i really do hate this one.",1,2019-01-28 17:50:02
Pengguna Google,energinya lama bener,5,2019-01-28 16:42:42
Pengguna Google,good story,5,2019-01-28 15:47:17
Pengguna Google,"cerita n intrik games super cool yg kurang itu ngisi energi nya lambat banget,nunggu full dibawa tidur malam, lebih dari 6 jam baru full😓🙄",4,2019-01-28 11:08:30
Pengguna Google,ok,5,2019-01-28 04:06:50
Pengguna Google,good experience,5,2019-01-27 22:20:39
Pengguna Google,bikin bingung,5,2019-01-27 15:44:36
Pengguna Google,"Ada beberapa kekurangannya, penggunaan energi sangat boros, setiap menonton iklan terkadang eror. Itu saja kekurangannya menurut saya. Dimohon untuk segera diperbaiki.",4,2019-01-27 15:28:41
Pengguna Google,ok top,5,2019-01-26 18:28:58
Pengguna Google,bagaimana caranya agar energynya cepet full?,3,2019-01-26 10:41:34
Pengguna Google,jalanin aja dulu,5,2019-01-26 06:47:55
Pengguna Google,like the game so much addicted,5,2019-01-26 06:32:51
Pengguna Google,good game,5,2019-01-25 10:22:44
Pengguna Google,good,5,2019-01-25 02:32:53
Pengguna Google,grafiknya bagus tapi energinya cepet abis coba gak pake energi pasti bagus banget ni game,2,2019-01-24 01:41:38
Pengguna Google,ksh dulu 2 ntr kl bagus bru ksh 5,2,2019-01-23 19:15:15
Pengguna Google,great game,5,2019-01-23 11:51:17
Pengguna Google,i like the game. but the energy is easy to ran out,5,2019-01-23 10:22:08
Pengguna Google,good,5,2019-01-23 08:02:39
Pengguna Google,"keren bgt game-nya... semua serba bagus, jalan cerita, visual, semuanya. nunggu - nunggu banget next capternya, sampai sering - sering Ngecheck pembaruan PlayStore cuma pengen tahu, sudah next cap belum.. ditunggu, ditunggu bgt, tolong....",5,2019-01-22 15:18:13
Pengguna Google,banyakin game kayak gini,5,2019-01-22 15:18:06
Pengguna Google,banyakin bonus donk,5,2019-01-22 02:44:02
Pengguna Google,Ad more energi,2,2019-01-22 02:08:55
Pengguna Google,"Gamenya keren, tapi kelemahannya hanya ada di energi, energinya pun kalo ngisi lama banger, tolong kedepannya energinya itu dihilangkan atau di isi dengan cepat",3,2019-01-21 13:15:25
Pengguna Google,good job,5,2019-01-21 08:40:49
Pengguna Google,very good and cool but energy please fill it in and please help upgrade soon,5,2019-01-21 06:13:37
Pengguna Google,"awesome this game,many2 story i like this game.i hope everyone like.",5,2019-01-20 08:17:58
Pengguna Google,why the server always not responding? It frustrates me,3,2019-01-20 03:29:56
Pengguna Google,"Wagelaseh.. Alus pisan. Grafik nya bagus bgt, alur nya bagus. Mantap mantap",5,2019-01-20 00:23:17
Pengguna Google,energinya cepet banget abisnya,4,2019-01-20 00:19:08
Pengguna Google,bikin penasaran saja,5,2019-01-19 14:51:25
Pengguna Google,"kenapa ya apk nya gabisa dibuka padhal udh di instal. trus muncul tulisan ""gagal menyimpan permainan mohon nyalakan ulang perangkat dan coba lagi"" pas udh di restart ttep gabisa dibuka",1,2019-01-19 03:00:04
Pengguna Google,good,5,2019-01-18 20:28:50
Pengguna Google,this game so nice. and so mysterious. i like this game,5,2019-01-18 05:52:30
Pengguna Google,"i waited overnight and only can claimed 70 energy that wasn't even last for 3 minutes if i want to play this game without being interupted i have to wait all day to get full energy, i get bored waiting and decided to uninstalled this game. what a disappointment isn't the point of making a game is so the player having fun playing your game? if i need to wait too long to get full energy just so i can play the game, is that fun? no, i don't think so. hope you can fix it soon.",1,2019-01-18 03:18:58
Pengguna Google,"great Graphics, great story just loved it",5,2019-01-17 11:25:11
Pengguna Google,seru,5,2019-01-17 10:19:25
Pengguna Google,good game,5,2019-01-17 07:29:20
Pengguna Google,"game terbagus kedua setelah the sim sih, tapi sayang yg level 2 ga bisa kebuka. terpaksa aku hapus gamenya :( krn aku udh selesai chapter2annya",4,2019-01-16 11:58:31
Pengguna Google,wow,5,2019-01-16 11:24:06
Pengguna Google,use too much energy :( and energy recovery super slow :(,3,2019-01-16 10:53:30
Pengguna Google,"gamenya seru banget... tapi kapan nih yg coming soonnya terbuka ? the good game, when is the opened to coming soon ? because i want to playing again the game murder in the alps.. thaks",5,2019-01-16 00:36:08
Pengguna Google,Waktu isi energinya kelamaan... Coba setiap 5 menit atau di bawahnya supaya puas bermain,2,2019-01-15 07:42:02
Pengguna Google,"Perlunya energi terus, tidak geratis lagi. game payah!",1,2019-01-15 06:02:20
Pengguna Google,good...,5,2019-01-14 19:46:22
Pengguna Google,keren,5,2019-01-14 13:03:45
Pengguna Google,menarik gamenya,5,2019-01-13 16:38:49
Pengguna Google,nunggu energi nya lama,3,2019-01-13 15:24:09
Pengguna Google,Klau bgus tmbah bintang kejora nya.,2,2019-01-13 14:44:56
Pengguna Google,"maaf saya uninstall, untuk keseluruhan sdh sangat baik ini game, namun energi saya pikir bisa mengisi sendiri seiring waktu tetapi tryata harus beli. jd uninstall saja",2,2019-01-13 04:00:01
Pengguna Google,bagus',5,2019-01-12 21:00:00
Pengguna Google,not bad,3,2019-01-12 19:34:46
Pengguna Google,good,5,2019-01-12 12:15:46
Pengguna Google,Cool,5,2019-01-12 01:45:16
Pengguna Google,okeee bgus tp energy nya ampun deh nunggu lama,5,2019-01-12 01:39:01
Pengguna Google,lumayan bagus,5,2019-01-11 17:26:54
Pengguna Google,Asyik saya sukak,5,2019-01-11 12:13:42
Pengguna Google,energi cepet habis lama ngisi. tp gamenya bagus,4,2019-01-09 23:36:13
Pengguna Google,can't wait for new chapter 😢 pleaseeeeee update the new chapter please :( I can't wait any longer,5,2019-01-09 04:46:27
Pengguna Google,belum main dah kluar mulu,1,2019-01-08 19:17:27
Pengguna Google,mayan,5,2019-01-08 09:03:29
Pengguna Google,my english not good,5,2019-01-07 11:33:14
Pengguna Google,seru tapi energi cepet abis jadi harus beli terus,2,2019-01-07 07:27:17
Pengguna Google,"Gax bisa d play, bgai mana caranya??",1,2019-01-07 05:50:04
Pengguna Google,grafiknya bagus. hanya energinya lama terisi dan cepat habis,2,2019-01-06 23:46:35
Pengguna Google,"baru mau maen, tapi gpp dah kasih bintang 5 buat game ini...hahaha",5,2019-01-06 17:53:21
Pengguna Google,"keseluruhan bagus, tapi sayang pake energi.. udh lama nungguin, main g lama udh abis aja.. gini terus bosen",3,2019-01-06 17:08:07
Pengguna Google,bagus ceritanya saya suka,3,2019-01-06 12:58:17
Pengguna Google,good,5,2019-01-06 08:43:10
Pengguna Google,enya bu,5,2019-01-06 06:21:45
Pengguna Google,"too many using energy, overall very excellent games",3,2019-01-05 10:18:45
Pengguna Google,waktu mengisi energinya lama mainnya cuma sebentar energinya cepat habis,2,2019-01-05 05:14:04
Pengguna Google,Ingin dicoba,1,2019-01-05 00:32:30
Pengguna Google,"maaf Aku Uninstall Lagi ya .. sebenarnya alur ceritanya bagus .. tapi maininnya susah,,Ngeselin..,,Baru ngobrol sedikit tenaganya sudah habis ajah..,,harus menunggu lama lagi baru dapet tenaga dan bisa main lagi..,,kalo Mau tenaga harus Beli..,, sudah mainnya harus Online,,Tenaganya harus beli..bikin Jengkel..,,",1,2019-01-04 09:05:40
Pengguna Google,capek nunggu energi.y,2,2019-01-04 05:35:46
Pengguna Google,seru dan gambarnya bagus,5,2019-01-03 11:03:15
Pengguna Google,👍👍👍,5,2019-01-03 03:18:05
Pengguna Google,semntara ksih bntang 2.. klo bgus q ksih bntng 5,2,2019-01-02 14:25:21
Pengguna Google,"kapan update lagii 😕 , masih comingsoon aja??",4,2019-01-02 14:08:28
Pengguna Google,gamenya sangat keren,5,2019-01-02 02:28:37
Pengguna Google,bagus bngt tapi busa gk jangan pake energi ?,5,2019-01-02 01:58:39
Pengguna Google,Lainnya sudah OK. Yg bikin capek itu nunggu energi nya gak penuh2 dan boros bgt dipake. Cb ngisi energy nya di percepat atau cost nya dikurangin biar player gak gampang bosen beralih ke game lain.,2,2019-01-01 11:55:04
Pengguna Google,Wow,4,2018-12-31 22:25:32
Pengguna Google,nice game,5,2018-12-31 13:53:29
Pengguna Google,this is really good game,5,2018-12-31 13:43:51
Pengguna Google,lumayan nambah koin,4,2018-12-30 11:22:39
Pengguna Google,masih mencoba,1,2018-12-30 07:58:19
Pengguna Google,bad energy..😢😢so long take the energy,1,2018-12-30 02:33:41
Pengguna Google,Kayaknya bagus tapi kok ram nya gede banget,3,2018-12-29 05:33:14
Pengguna Google,Mntap.,5,2018-12-28 09:26:43
Pengguna Google,it so hard..but am happy,4,2018-12-28 00:55:00
Pengguna Google,good tapi kenapa harus online,5,2018-12-26 22:44:26
Pengguna Google,Fun,5,2018-12-26 17:18:07
Pengguna Google,can't wait !!,5,2018-12-26 03:21:43
Pengguna Google,"KEREN BANGET, tapi sayangnya semuanya harus pake energy",5,2018-12-26 00:07:26
Pengguna Google,add bahasa indonesia please..,5,2018-12-25 13:56:47
Pengguna Google,"lumayan sih gamenya, tapi energinya kog minim bgt ya 6 jam nungguin cm main 5 - 10 menit .. jadi males",2,2018-12-25 09:52:10
Pengguna Google,bagus grafiknya tp sayang energinya habisnya cepet bgt terus nambah energinya lama bgt😌,4,2018-12-25 03:45:13
Pengguna Google,asikk ga terlalu gampang,5,2018-12-25 03:11:58
Pengguna Google,ok,5,2018-12-24 23:55:44
Pengguna Google,top,5,2018-12-24 15:47:10
Pengguna Google,good luck,5,2018-12-24 01:39:43
Pengguna Google,ok,5,2018-12-23 18:00:09
Pengguna Google,good,5,2018-12-23 13:13:21
Pengguna Google,Wait a new chapter,5,2018-12-21 16:42:11
Pengguna Google,"Cool, but please add more energy",5,2018-12-21 16:23:46
Pengguna Google,"cool mannnn untuk visualnya! gambarnya bener2 HD dan detilnya jg bagus. Tapi kelemahannya satu aja si, energynya terasa boros bgt. mungkin gapapa ada energy tp jgn terlalu banyak mengurasss. saran aja kek ada jackpot untuk ambil simpenan atau tambahan energy keknya lebih epic. trus saran lagi, kalo bisa bentuk org yg kita mainin itu terlihat trs bisa jalan kemana2. semoga bisa diperbaharui kembali semangat edit dan upgrade programnyaaaa wkwk gue tau ga mudah bikin ini.",5,2018-12-20 08:22:28
Pengguna Google,good game,5,2018-12-20 07:50:36
Pengguna Google,Good game,5,2018-12-20 05:42:23
Pengguna Google,Info dong exciled dead dan seterusnya release kapan? Udah kelar sampe the heir soalnya.... Thanks,5,2018-12-20 02:43:01
Pengguna Google,lg dicoba dulu,3,2018-12-20 02:42:04
Pengguna Google,Coba dlu nanti kalau bagus sya tambah,3,2018-12-19 11:36:21
Pengguna Google,Good story! Nice game! Tapi untuk dapat energinya lama sekali. i'm waiting for the new episode,4,2018-12-19 10:34:34
Pengguna Google,"sangat bagus tapi energynya terlalu cepat habis, jadi siapa yang setuju tolong di like",5,2018-12-18 12:12:30
Pengguna Google,Energi nya lama penuh!!!!,1,2018-12-18 02:53:42
Pengguna Google,Kenapa hatus pake energi terus capek nungguinnya jg....kecewa. saya kasih bintang satu aja,1,2018-12-17 15:12:38
Pengguna Google,Lumayan seru,5,2018-12-17 14:17:55
Pengguna Google,Great Game,5,2018-12-16 08:04:16
Pengguna Google,Waw,5,2018-12-16 03:32:41
Pengguna Google,Great game,5,2018-12-15 18:28:33
Pengguna Google,gamenya asik tpi download content nya lama,4,2018-12-15 11:25:53
Pengguna Google,keren,5,2018-12-14 12:59:51
Pengguna Google,Nice,5,2018-12-14 07:59:13
Pengguna Google,"grafik, backsound sama cerita udah bagus hanya saja tolong energinya itu lama ngisinya dan kalau mau cepat harus nonton video.. kalau bisa potongan cerita nggak perlu pakai energi lebih baik",3,2018-12-14 07:23:47
Pengguna Google,Aku udah selesai tinggal tunggu coming soon terbaru.. Plis cepat yah soalx pengen tau lanjutanya seperti apa,5,2018-12-14 05:39:50
Pengguna Google,Terlalu ribet sama....,1,2018-12-14 05:18:40
Pengguna Google,"Bagus banget😊 Grafiknya oke Ceritanya masuk, intonasi nya pas Apalagi game nya Seru banget Mantab dah Cuman ya gitu harus selalu pakai energi, energinya juga gampang habis . Aku kasih bintang 4 dulu deh",4,2018-12-14 01:54:14
Pengguna Google,Mantap,5,2018-12-13 17:41:15
Pengguna Google,coba dulu,3,2018-12-13 15:45:16
Pengguna Google,I really enjoy with this games... dan masalah energi yg cepat habis... dan butuh lebih lama agar energinya full kembali... selebihnya perfect👍🏻,5,2018-12-12 22:37:38
Pengguna Google,Excelent,5,2018-12-12 15:25:58
Pengguna Google,Lelet,4,2018-12-12 11:03:08
Pengguna Google,Boros energi,5,2018-12-12 00:31:05
Pengguna Google,Mencoba permainan baru,5,2018-12-11 13:33:31
Pengguna Google,suka,5,2018-12-11 09:42:45
Pengguna Google,Y suka sih lumayan......👍,3,2018-12-11 04:50:18
Pengguna Google,ksih gini dulu klo good full kok bintangnya,3,2018-12-10 14:43:24
Pengguna Google,Fill energynya terlalu lama. Sebenarnya menyenangkan.,3,2018-12-10 05:31:56
Pengguna Google,Good,5,2018-12-09 21:57:53
Pengguna Google,Mantaapppppp,5,2018-12-09 11:56:02
Pengguna Google,Incredible,5,2018-12-09 09:57:02
Pengguna Google,"Yah semuanya good sih, cuma energi nya itu loh :3",5,2018-12-09 09:08:07
Pengguna Google,Game nya bagus..tapi energi nya itu boros kalau bisa pemakaian energi nya lebih sedikit lagi,4,2018-12-09 08:55:48
Pengguna Google,A really cool game 👍👍👍,5,2018-12-09 08:31:50
Pengguna Google,Good,5,2018-12-09 07:29:01
Pengguna Google,"game nya seru, tp kok pake internetan segala, jd ngabisin kuota :(",5,2018-12-08 10:22:39
Pengguna Google,Good,5,2018-12-08 09:36:59
Pengguna Google,Wah permainan ini sungguh mengganggu kan,5,2018-12-08 08:50:17
Pengguna Google,"Mantul, mantap betul",5,2018-12-08 01:48:06
